year,round,race_name,driver_id,stop_number,lap,duration_s
2018,12,Hungarian Grand Prix,ricciardo,1,44,21.364
2018,12,Hungarian Grand Prix,stroll,1,47,21.291
2018,12,Hungarian Grand Prix,hulkenberg,2,50,22.65
2018,13,Belgian Grand Prix,vettel,1,1,19.582
2018,13,Belgian Grand Prix,hamilton,1,1,19.372
2018,13,Belgian Grand Prix,perez,1,1,19.667
2018,13,Belgian Grand Prix,ocon,1,1,19.582
2018,13,Belgian Grand Prix,max_verstappen,1,1,19.942
2018,13,Belgian Grand Prix,grosjean,1,1,20.28
2018,13,Belgian Grand Prix,kevin_magnussen,1,1,20.021
2018,13,Belgian Grand Prix,gasly,1,1,20.136
2018,13,Belgian Grand Prix,ericsson,1,1,19.711
2018,13,Belgian Grand Prix,sirotkin,1,1,19.791
2018,13,Belgian Grand Prix,stroll,1,1,19.732
2018,13,Belgian Grand Prix,brendon_hartley,1,1,18.084
2018,13,Belgian Grand Prix,sainz,1,1,18.509
2018,13,Belgian Grand Prix,bottas,1,1,20.349
2018,13,Belgian Grand Prix,vandoorne,1,1,19.847
2018,13,Belgian Grand Prix,raikkonen,1,1,26.367
2018,13,Belgian Grand Prix,bottas,2,2,30.519
2018,13,Belgian Grand Prix,vandoorne,2,2,22.706
2018,13,Belgian Grand Prix,raikkonen,2,7,35.451
2018,13,Belgian Grand Prix,hamilton,2,21,22.375
2018,13,Belgian Grand Prix,vettel,2,22,22.253
2018,13,Belgian Grand Prix,sainz,2,22,23.857
2018,13,Belgian Grand Prix,grosjean,2,23,23.248
2018,13,Belgian Grand Prix,stroll,2,23,22.901
2018,13,Belgian Grand Prix,ocon,2,24,23.225
2018,13,Belgian Grand Prix,sirotkin,2,24,22.339
2018,13,Belgian Grand Prix,perez,2,25,23.157
2018,13,Belgian Grand Prix,gasly,2,25,22.953
2018,13,Belgian Grand Prix,max_verstappen,2,26,22.341
2018,13,Belgian Grand Prix,kevin_magnussen,2,26,24.304
2018,13,Belgian Grand Prix,ericsson,2,26,22.558
2018,13,Belgian Grand Prix,vandoorne,3,28,23.389
2018,13,Belgian Grand Prix,bottas,3,29,22.399
2018,13,Belgian Grand Prix,brendon_hartley,2,31,29.316
2018,14,Italian Grand Prix,hulkenberg,1,1,25.234
2018,14,Italian Grand Prix,ricciardo,1,1,24.805
2018,14,Italian Grand Prix,vettel,1,1,32.219
2018,14,Italian Grand Prix,ericsson,1,1,29.992
2018,14,Italian Grand Prix,kevin_magnussen,1,4,38.563
2018,14,Italian Grand Prix,raikkonen,1,20,23.862
2018,14,Italian Grand Prix,grosjean,1,23,24.779
2018,14,Italian Grand Prix,vandoorne,1,24,24.094
2018,14,Italian Grand Prix,max_verstappen,1,26,24.003
2018,14,Italian Grand Prix,hamilton,1,28,23.728
2018,14,Italian Grand Prix,vettel,2,29,24.301
2018,14,Italian Grand Prix,gasly,1,34,27.792
2018,14,Italian Grand Prix,leclerc,1,34,24.084
2018,14,Italian Grand Prix,stroll,1,35,26.44
2018,14,Italian Grand Prix,bottas,1,36,23.763
2018,14,Italian Grand Prix,sirotkin,1,37,25.245
2018,14,Italian Grand Prix,ocon,1,38,24.827
2018,14,Italian Grand Prix,perez,1,39,25.655
2018,14,Italian Grand Prix,sainz,1,39,25.774
2018,14,Italian Grand Prix,hulkenberg,2,41,24.456
2018,14,Italian Grand Prix,ericsson,2,42,25.575
2018,15,Singapore Grand Prix,sirotkin,1,3,30.477
2018,15,Singapore Grand Prix,vettel,1,14,28.722
2018,15,Singapore Grand Prix,brendon_hartley,1,14,29.912
2018,15,Singapore Grand Prix,hamilton,1,15,28.946
2018,15,Singapore Grand Prix,hulkenberg,1,15,31.183
2018,15,Singapore Grand Prix,bottas,1,16,28.542
2018,15,Singapore Grand Prix,grosjean,1,16,29.517
2018,15,Singapore Grand Prix,max_verstappen,1,17,29.681
2018,15,Singapore Grand Prix,perez,1,17,29.978
2018,15,Singapore Grand Prix,raikkonen,1,22,29.513
2018,15,Singapore Grand Prix,gasly,1,26,28.931
2018,15,Singapore Grand Prix,kevin_magnussen,1,26,29.408
2018,15,Singapore Grand Prix,ricciardo,1,27,28.779
2018,15,Singapore Grand Prix,perez,2,33,30.561
2018,15,Singapore Grand Prix,brendon_hartley,2,36,29.464
2018,15,Singapore Grand Prix,kevin_magnussen,2,36,30.711
2018,15,Singapore Grand Prix,sainz,1,37,30.242
2018,15,Singapore Grand Prix,alonso,1,38,29.922
2018,15,Singapore Grand Prix,leclerc,1,38,29.31
2018,15,Singapore Grand Prix,perez,3,39,24.34
2018,15,Singapore Grand Prix,stroll,1,40,28.767
2018,15,Singapore Grand Prix,vandoorne,1,43,30.234
2018,15,Singapore Grand Prix,ericsson,1,44,28.86
2018,15,Singapore Grand Prix,sirotkin,2,45,34.022
2018,15,Singapore Grand Prix,kevin_magnussen,3,48,29.324
2018,16,Russian Grand Prix,brendon_hartley,1,3,29.418
2018,16,Russian Grand Prix,alonso,1,5,30.348
2018,16,Russian Grand Prix,stroll,1,7,29.266
2018,16,Russian Grand Prix,grosjean,1,8,30.469
2018,16,Russian Grand Prix,kevin_magnussen,1,9,29.904
2018,16,Russian Grand Prix,leclerc,1,10,30.397
2018,16,Russian Grand Prix,ocon,1,10,30.642
2018,16,Russian Grand Prix,sirotkin,1,10,29.912
2018,16,Russian Grand Prix,ericsson,1,11,30.051
2018,16,Russian Grand Prix,vandoorne,1,11,29.636
2018,16,Russian Grand Prix,bottas,1,12,29.794
2018,16,Russian Grand Prix,perez,1,12,29.924
2018,16,Russian Grand Prix,vettel,1,13,29.798
2018,16,Russian Grand Prix,hamilton,1,14,29.551
2018,16,Russian Grand Prix,raikkonen,1,18,29.531
2018,16,Russian Grand Prix,sainz,1,32,30.021
2018,16,Russian Grand Prix,hulkenberg,1,35,30.625
2018,16,Russian Grand Prix,ericsson,2,37,30.146
2018,16,Russian Grand Prix,ricciardo,1,39,37.446
2018,16,Russian Grand Prix,max_verstappen,1,43,29.37
2018,17,Japanese Grand Prix,kevin_magnussen,1,2,29.007
2018,17,Japanese Grand Prix,leclerc,1,4,38.891
2018,17,Japanese Grand Prix,sirotkin,1,4,23.66
2018,17,Japanese Grand Prix,ericsson,1,5,23.244
2018,17,Japanese Grand Prix,stroll,1,14,23.657
2018,17,Japanese Grand Prix,raikkonen,1,17,22.781
2018,17,Japanese Grand Prix,max_verstappen,1,21,28.789
2018,17,Japanese Grand Prix,bottas,1,23,22.777
2018,17,Japanese Grand Prix,ricciardo,1,23,22.864
2018,17,Japanese Grand Prix,vandoorne,1,23,23.159
2018,17,Japanese Grand Prix,hamilton,1,24,22.614
2018,17,Japanese Grand Prix,perez,1,24,23.635
2018,17,Japanese Grand Prix,ocon,1,26,23.316
2018,17,Japanese Grand Prix,vettel,1,26,22.748
2018,17,Japanese Grand Prix,alonso,1,26,27.454
2018,17,Japanese Grand Prix,brendon_hartley,1,28,23.11
2018,17,Japanese Grand Prix,grosjean,1,29,23.692
2018,17,Japanese Grand Prix,gasly,1,29,23.376
2018,17,Japanese Grand Prix,hulkenberg,1,30,23.555
2018,17,Japanese Grand Prix,sainz,1,32,23.477
2018,17,Japanese Grand Prix,leclerc,2,35,26.672
2018,17,Japanese Grand Prix,sirotkin,2,38,23.647
2018,17,Japanese Grand Prix,stroll,2,39,29.804
2018,18,United States Grand Prix,leclerc,1,1,34.812
2018,18,United States Grand Prix,stroll,1,1,41.048
2018,18,United States Grand Prix,grosjean,1,1,35.104
2018,18,United States Grand Prix,stroll,2,5,18.61
2018,18,United States Grand Prix,sirotkin,1,10,23.686
2018,18,United States Grand Prix,vandoorne,1,10,24.065
2018,18,United States Grand Prix,gasly,1,10,23.865
2018,18,United States Grand Prix,hamilton,1,11,23.693
2018,18,United States Grand Prix,raikkonen,1,21,23.714
2018,18,United States Grand Prix,max_verstappen,1,22,23.446
2018,18,United States Grand Prix,ocon,1,22,24.534
2018,18,United States Grand Prix,bottas,1,23,23.478
2018,18,United States Grand Prix,hulkenberg,1,23,24.681
2018,18,United States Grand Prix,sainz,1,24,29.319
2018,18,United States Grand Prix,perez,1,25,25.723
2018,18,United States Grand Prix,vettel,1,26,24.449
2018,18,United States Grand Prix,brendon_hartley,1,27,23.819
2018,18,United States Grand Prix,sirotkin,2,29,23.715
2018,18,United States Grand Prix,kevin_magnussen,1,30,23.723
2018,18,United States Grand Prix,ericsson,1,30,23.94
2018,18,United States Grand Prix,hamilton,2,37,23.915
2018,18,United States Grand Prix,gasly,2,36,24.219
2018,18,United States Grand Prix,stroll,3,38,24.296
2018,18,United States Grand Prix,vandoorne,2,40,24.195
2018,19,Mexican Grand Prix,ocon,1,1,27.806
2018,19,Mexican Grand Prix,brendon_hartley,1,1,22.055
2018,19,Mexican Grand Prix,gasly,1,5,22.57
2018,19,Mexican Grand Prix,stroll,1,10,24.451
2018,19,Mexican Grand Prix,hamilton,1,11,22.269
2018,19,Mexican Grand Prix,bottas,1,11,22.105
2018,19,Mexican Grand Prix,sainz,1,11,22.66
2018,19,Mexican Grand Prix,sirotkin,1,11,22.732
2018,19,Mexican Grand Prix,ricciardo,1,12,22.022
2018,19,Mexican Grand Prix,hulkenberg,1,12,23.037
2018,19,Mexican Grand Prix,vandoorne,1,12,22.174
2018,19,Mexican Grand Prix,max_verstappen,1,13,22.175
2018,19,Mexican Grand Prix,leclerc,1,13,22.588
2018,19,Mexican Grand Prix,ericsson,1,16,31.406
2018,19,Mexican Grand Prix,vettel,1,17,22.658
2018,19,Mexican Grand Prix,raikkonen,1,17,22.017
2018,19,Mexican Grand Prix,stroll,2,23,23.371
2018,19,Mexican Grand Prix,brendon_hartley,2,24,23.553
2018,19,Mexican Grand Prix,gasly,2,26,23.055
2018,19,Mexican Grand Prix,perez,1,30,23.755
2018,19,Mexican Grand Prix,ocon,2,30,22.756
2018,19,Mexican Grand Prix,kevin_magnussen,1,43,22.39
2018,19,Mexican Grand Prix,grosjean,1,44,22.733
2018,19,Mexican Grand Prix,vettel,2,47,21.777
2018,19,Mexican Grand Prix,hamilton,2,47,22.399
2018,19,Mexican Grand Prix,max_verstappen,2,48,22.088
2018,19,Mexican Grand Prix,bottas,2,48,23.887
2018,19,Mexican Grand Prix,grosjean,2,60,23.426
2018,19,Mexican Grand Prix,bottas,3,62,22.512
2018,20,Brazilian Grand Prix,alonso,1,15,33.753
2018,20,Brazilian Grand Prix,sirotkin,1,16,23.273
2018,20,Brazilian Grand Prix,stroll,1,17,24.608
2018,20,Brazilian Grand Prix,bottas,1,18,22.955
2018,20,Brazilian Grand Prix,ericsson,1,18,23.377
2018,20,Brazilian Grand Prix,hamilton,1,19,22.641
2018,20,Brazilian Grand Prix,gasly,1,22,23.757
2018,20,Brazilian Grand Prix,sainz,1,25,23.939
2018,20,Brazilian Grand Prix,vettel,1,27,22.551
2018,20,Brazilian Grand Prix,vandoorne,1,28,22.618
2018,20,Brazilian Grand Prix,raikkonen,1,31,22.766
2018,20,Brazilian Grand Prix,grosjean,1,32,23.403
2018,20,Brazilian Grand Prix,max_verstappen,1,35,23.432
2018,20,Brazilian Grand Prix,leclerc,1,35,23.593
2018,20,Brazilian Grand Prix,ricciardo,1,39,23.3
2018,20,Brazilian Grand Prix,perez,1,39,23.505
2018,20,Brazilian Grand Prix,ocon,1,40,27.226
2018,20,Brazilian Grand Prix,kevin_magnussen,1,41,23.115
2018,20,Brazilian Grand Prix,sainz,2,48,23.77
2018,20,Brazilian Grand Prix,brendon_hartley,1,49,23.422
2018,20,Brazilian Grand Prix,vettel,2,53,22.683
2018,20,Brazilian Grand Prix,alonso,2,54,23.046
2018,20,Brazilian Grand Prix,ocon,2,57,31.198
2018,20,Brazilian Grand Prix,bottas,2,59,22.727
2018,20,Brazilian Grand Prix,stroll,2,65,24.283
2018,21,Abu Dhabi Grand Prix,brendon_hartley,1,1,41.012
2018,21,Abu Dhabi Grand Prix,hamilton,1,7,21.283
2018,21,Abu Dhabi Grand Prix,leclerc,1,7,21.828
2018,21,Abu Dhabi Grand Prix,grosjean,1,7,22.354
2018,21,Abu Dhabi Grand Prix,vettel,1,15,22.63
2018,21,Abu Dhabi Grand Prix,bottas,1,16,21.6
2018,21,Abu Dhabi Grand Prix,max_verstappen,1,17,21.057
2018,21,Abu Dhabi Grand Prix,ocon,1,18,21.979
2018,21,Abu Dhabi Grand Prix,perez,1,26,22.112
2018,21,Abu Dhabi Grand Prix,alonso,1,27,21.726
2018,21,Abu Dhabi Grand Prix,gasly,1,29,22.493
2018,21,Abu Dhabi Grand Prix,ricciardo,1,33,21.061
2018,21,Abu Dhabi Grand Prix,vandoorne,1,35,22.317
2018,21,Abu Dhabi Grand Prix,sirotkin,1,35,22.755
2018,21,Abu Dhabi Grand Prix,sainz,1,37,21.964
2018,21,Abu Dhabi Grand Prix,bottas,2,40,21.289
2018,21,Abu Dhabi Grand Prix,stroll,1,40,22.189
2018,21,Abu Dhabi Grand Prix,kevin_magnussen,1,41,21.587
2019,1,Australian Grand Prix,kubica,1,1,32.997
2019,1,Australian Grand Prix,ricciardo,1,1,33.027
2019,1,Australian Grand Prix,raikkonen,1,12,23.299
2019,1,Australian Grand Prix,hulkenberg,1,13,21.588
2019,1,Australian Grand Prix,perez,1,13,23.234
2019,1,Australian Grand Prix,vettel,1,14,21.995
2019,1,Australian Grand Prix,kevin_magnussen,1,14,22.388
2019,1,Australian Grand Prix,albon,1,14,21.78
2019,1,Australian Grand Prix,hamilton,1,15,21.515
2019,1,Australian Grand Prix,grosjean,1,15,29.981
2019,1,Australian Grand Prix,norris,1,15,21.627
2019,1,Australian Grand Prix,bottas,1,23,22.014
2019,1,Australian Grand Prix,max_verstappen,1,25,21.157
2019,1,Australian Grand Prix,kvyat,1,26,22.086
2019,1,Australian Grand Prix,russell,1,26,21.689
2019,1,Australian Grand Prix,stroll,1,27,22.471
2019,1,Australian Grand Prix,giovinazzi,1,27,27.172
2019,1,Australian Grand Prix,leclerc,1,28,22.306
2019,1,Australian Grand Prix,kubica,2,28,22.343
2019,1,Australian Grand Prix,gasly,1,37,21.269
2019,1,Australian Grand Prix,russell,2,42,21.543
2019,1,Australian Grand Prix,kubica,3,44,21.889
2019,2,Bahrain Grand Prix,stroll,1,1,34.338
2019,2,Bahrain Grand Prix,grosjean,1,1,32.082
2019,2,Bahrain Grand Prix,sainz,1,4,45.543
2019,2,Bahrain Grand Prix,perez,1,8,27.136
2019,2,Bahrain Grand Prix,raikkonen,1,9,25.647
2019,2,Bahrain Grand Prix,gasly,1,9,27.557
2019,2,Bahrain Grand Prix,albon,1,9,25.659
2019,2,Bahrain Grand Prix,norris,1,10,24.175
2019,2,Bahrain Grand Prix,kevin_magnussen,1,10,24.948
2019,2,Bahrain Grand Prix,max_verstappen,1,11,24.199
2019,2,Bahrain Grand Prix,kubica,1,11,24.667
2019,2,Bahrain Grand Prix,bottas,1,12,24.865
2019,2,Bahrain Grand Prix,hulkenberg,1,12,25.498
2019,2,Bahrain Grand Prix,kvyat,1,12,26.508
2019,2,Bahrain Grand Prix,russell,1,12,24.633
2019,2,Bahrain Grand Prix,leclerc,1,13,24.518
2019,2,Bahrain Grand Prix,hamilton,1,13,24.255
2019,2,Bahrain Grand Prix,vettel,1,14,24.228
2019,2,Bahrain Grand Prix,giovinazzi,1,16,27.725
2019,2,Bahrain Grand Prix,stroll,2,23,26.6
2019,2,Bahrain Grand Prix,ricciardo,1,24,25.676
2019,2,Bahrain Grand Prix,sainz,2,24,25.034
2019,2,Bahrain Grand Prix,albon,2,25,24.842
2019,2,Bahrain Grand Prix,russell,2,26,24.912
2019,2,Bahrain Grand Prix,kubica,2,27,24.313
2019,2,Bahrain Grand Prix,max_verstappen,2,32,26.729
2019,2,Bahrain Grand Prix,hulkenberg,2,32,25.253
2019,2,Bahrain Grand Prix,raikkonen,2,33,25.621
2019,2,Bahrain Grand Prix,perez,2,33,26.798
2019,2,Bahrain Grand Prix,hamilton,2,34,24.324
2019,2,Bahrain Grand Prix,norris,2,34,24.717
2019,2,Bahrain Grand Prix,vettel,2,35,24.212
2019,2,Bahrain Grand Prix,leclerc,2,36,24.358
2019,2,Bahrain Grand Prix,bottas,2,37,24.433
2019,2,Bahrain Grand Prix,vettel,3,38,34.193
2019,2,Bahrain Grand Prix,kvyat,2,38,30.761
2019,2,Bahrain Grand Prix,kevin_magnussen,2,38,25.982
2019,2,Bahrain Grand Prix,gasly,2,39,24.484
2019,2,Bahrain Grand Prix,giovinazzi,2,40,24.88
2019,2,Bahrain Grand Prix,sainz,3,40,24.985
2019,3,Chinese Grand Prix,sainz,1,1,45.878
2019,3,Chinese Grand Prix,norris,1,1,50.738
2019,3,Chinese Grand Prix,kvyat,1,7,17.257
2019,3,Chinese Grand Prix,giovinazzi,1,7,25.184
2019,3,Chinese Grand Prix,grosjean,1,8,23.261
2019,3,Chinese Grand Prix,kevin_magnussen,1,9,23.964
2019,3,Chinese Grand Prix,hulkenberg,1,11,24.107
2019,3,Chinese Grand Prix,max_verstappen,1,17,23.223
2019,3,Chinese Grand Prix,norris,2,17,33.638
2019,3,Chinese Grand Prix,vettel,1,18,22.749
2019,3,Chinese Grand Prix,ricciardo,1,18,23.506
2019,3,Chinese Grand Prix,gasly,1,19,22.301
2019,3,Chinese Grand Prix,albon,1,19,23.215
2019,3,Chinese Grand Prix,perez,1,20,23.733
2019,3,Chinese Grand Prix,stroll,1,20,23.466
2019,3,Chinese Grand Prix,bottas,1,21,22.196
2019,3,Chinese Grand Prix,hamilton,1,22,22.644
2019,3,Chinese Grand Prix,leclerc,1,22,22.921
2019,3,Chinese Grand Prix,russell,1,22,24.332
2019,3,Chinese Grand Prix,raikkonen,1,25,23.888
2019,3,Chinese Grand Prix,kvyat,2,25,26.05
2019,3,Chinese Grand Prix,kubica,1,26,32.627
2019,3,Chinese Grand Prix,giovinazzi,2,30,25.137
2019,3,Chinese Grand Prix,kvyat,3,30,43.206
2019,3,Chinese Grand Prix,kevin_magnussen,2,33,23.383
2019,3,Chinese Grand Prix,max_verstappen,2,34,22.365
2019,3,Chinese Grand Prix,vettel,2,35,22.316
2019,3,Chinese Grand Prix,norris,3,34,22.524
2019,3,Chinese Grand Prix,grosjean,2,35,23.52
2019,3,Chinese Grand Prix,hamilton,2,36,23.597
2019,3,Chinese Grand Prix,bottas,2,36,24.083
2019,3,Chinese Grand Prix,sainz,2,36,22.532
2019,3,Chinese Grand Prix,gasly,2,39,22.722
2019,3,Chinese Grand Prix,leclerc,2,42,24.227
2019,3,Chinese Grand Prix,stroll,2,44,23.515
2019,3,Chinese Grand Prix,russell,2,49,23.965
2019,3,Chinese Grand Prix,gasly,3,53,22.408
2019,4,Azerbaijan Grand Prix,kvyat,1,5,21.013
2019,4,Azerbaijan Grand Prix,raikkonen,1,6,21.401
2019,4,Azerbaijan Grand Prix,kevin_magnussen,1,7,20.118
2019,4,Azerbaijan Grand Prix,giovinazzi,1,7,20.776
2019,4,Azerbaijan Grand Prix,hulkenberg,1,8,21.325
2019,4,Azerbaijan Grand Prix,norris,1,9,19.819
2019,4,Azerbaijan Grand Prix,perez,1,10,20.939
2019,4,Azerbaijan Grand Prix,stroll,1,10,23.099
2019,4,Azerbaijan Grand Prix,ricciardo,1,10,20.884
2019,4,Azerbaijan Grand Prix,vettel,1,11,19.981
2019,4,Azerbaijan Grand Prix,bottas,1,12,20.006
2019,4,Azerbaijan Grand Prix,sainz,1,12,19.755
2019,4,Azerbaijan Grand Prix,albon,1,12,20.72
2019,4,Azerbaijan Grand Prix,hamilton,1,13,19.993
2019,4,Azerbaijan Grand Prix,max_verstappen,1,14,20.973
2019,4,Azerbaijan Grand Prix,kubica,1,14,15.069
2019,4,Azerbaijan Grand Prix,kubica,2,23,21.037
2019,4,Azerbaijan Grand Prix,russell,1,25,20.475
2019,4,Azerbaijan Grand Prix,leclerc,1,34,20.382
2019,4,Azerbaijan Grand Prix,hulkenberg,2,34,20.87
2019,4,Azerbaijan Grand Prix,grosjean,1,34,20.906
2019,4,Azerbaijan Grand Prix,russell,2,38,20.751
2019,4,Azerbaijan Grand Prix,norris,2,39,22.08
2019,4,Azerbaijan Grand Prix,kevin_magnussen,2,39,20.859
2019,4,Azerbaijan Grand Prix,kubica,3,42,20.703
2019,4,Azerbaijan Grand Prix,leclerc,2,47,19.857
2019,5,Spanish Grand Prix,giovinazzi,1,6,22.381
2019,5,Spanish Grand Prix,vettel,1,19,23.746
2019,5,Spanish Grand Prix,max_verstappen,1,20,22.417
2019,5,Spanish Grand Prix,kvyat,1,21,22.049
2019,5,Spanish Grand Prix,gasly,1,22,22.563
2019,5,Spanish Grand Prix,stroll,1,22,23.321
2019,5,Spanish Grand Prix,kevin_magnussen,1,23,22.025
2019,5,Spanish Grand Prix,ricciardo,1,24,22.379
2019,5,Spanish Grand Prix,sainz,1,24,21.468
2019,5,Spanish Grand Prix,perez,1,24,22.781
2019,5,Spanish Grand Prix,leclerc,1,25,23.646
2019,5,Spanish Grand Prix,albon,1,25,23.591
2019,5,Spanish Grand Prix,bottas,1,26,22.034
2019,5,Spanish Grand Prix,grosjean,1,26,22.379
2019,5,Spanish Grand Prix,norris,1,26,21.579
2019,5,Spanish Grand Prix,hamilton,1,27,22.265
2019,5,Spanish Grand Prix,raikkonen,1,28,22.342
2019,5,Spanish Grand Prix,kubica,1,31,21.954
2019,5,Spanish Grand Prix,russell,1,32,22.442
2019,5,Spanish Grand Prix,hulkenberg,1,35,22.193
2019,5,Spanish Grand Prix,vettel,2,40,21.643
2019,5,Spanish Grand Prix,giovinazzi,2,41,23.507
2019,5,Spanish Grand Prix,max_verstappen,2,43,22.54
2019,5,Spanish Grand Prix,bottas,2,45,22.018
2019,5,Spanish Grand Prix,kvyat,2,45,33.821
2019,5,Spanish Grand Prix,kevin_magnussen,2,45,22.992
2019,5,Spanish Grand Prix,albon,2,45,37.345
2019,5,Spanish Grand Prix,hamilton,2,46,22.511
2019,5,Spanish Grand Prix,ricciardo,2,45,22.702
2019,5,Spanish Grand Prix,perez,2,45,22.896
2019,5,Spanish Grand Prix,russell,2,44,21.846
2019,5,Spanish Grand Prix,leclerc,2,46,21.638
2019,5,Spanish Grand Prix,raikkonen,2,45,22.549
2019,5,Spanish Grand Prix,kubica,2,44,22.142
2019,5,Spanish Grand Prix,gasly,2,46,22.095
2019,5,Spanish Grand Prix,grosjean,2,46,22.732
2019,5,Spanish Grand Prix,sainz,2,46,21.545
2019,6,Monaco Grand Prix,hulkenberg,1,9,25.532
2019,6,Monaco Grand Prix,leclerc,1,9,25.964
2019,6,Monaco Grand Prix,russell,1,10,26.165
2019,6,Monaco Grand Prix,hamilton,1,11,24.266
2019,6,Monaco Grand Prix,bottas,1,11,25.03
2019,6,Monaco Grand Prix,vettel,1,11,24.483
2019,6,Monaco Grand Prix,max_verstappen,1,11,24.011
2019,6,Monaco Grand Prix,ricciardo,1,11,24.269
2019,6,Monaco Grand Prix,kevin_magnussen,1,11,25.419
2019,6,Monaco Grand Prix,perez,1,11,28.463
2019,6,Monaco Grand Prix,bottas,2,12,24.776
2019,6,Monaco Grand Prix,leclerc,2,16,25.705
2019,6,Monaco Grand Prix,kubica,1,21,23.946
2019,6,Monaco Grand Prix,gasly,1,27,24.161
2019,6,Monaco Grand Prix,sainz,1,30,23.795
2019,6,Monaco Grand Prix,kvyat,1,32,24.023
2019,6,Monaco Grand Prix,stroll,1,39,24.591
2019,6,Monaco Grand Prix,albon,1,40,25.062
2019,6,Monaco Grand Prix,giovinazzi,1,44,35.651
2019,6,Monaco Grand Prix,raikkonen,1,46,26.299
2019,6,Monaco Grand Prix,norris,1,47,25.026
2019,6,Monaco Grand Prix,grosjean,1,50,24.219
2019,6,Monaco Grand Prix,gasly,2,62,23.858
2019,7,Canadian Grand Prix,albon,1,1,37.95
2019,7,Canadian Grand Prix,sainz,1,3,24.727
2019,7,Canadian Grand Prix,raikkonen,1,6,25.342
2019,7,Canadian Grand Prix,gasly,1,7,23.485
2019,7,Canadian Grand Prix,ricciardo,1,8,23.927
2019,7,Canadian Grand Prix,kubica,1,8,25.21
2019,7,Canadian Grand Prix,russell,1,9,23.686
2019,7,Canadian Grand Prix,perez,1,11,24.076
2019,7,Canadian Grand Prix,kvyat,1,12,23.825
2019,7,Canadian Grand Prix,hulkenberg,1,16,24.03
2019,7,Canadian Grand Prix,vettel,1,26,23.782
2019,7,Canadian Grand Prix,hamilton,1,28,23.662
2019,7,Canadian Grand Prix,bottas,1,30,23.994
2019,7,Canadian Grand Prix,leclerc,1,33,23.732
2019,7,Canadian Grand Prix,giovinazzi,1,33,23.884
2019,7,Canadian Grand Prix,grosjean,1,34,24.071
2019,7,Canadian Grand Prix,kubica,2,38,23.119
2019,7,Canadian Grand Prix,kevin_magnussen,1,39,24.381
2019,7,Canadian Grand Prix,stroll,1,45,23.727
2019,7,Canadian Grand Prix,max_verstappen,1,48,23.426
2019,7,Canadian Grand Prix,raikkonen,2,58,24.666
2019,7,Canadian Grand Prix,bottas,2,67,23.456
2019,8,French Grand Prix,giovinazzi,1,7,30.842
2019,8,French Grand Prix,ricciardo,1,16,31.031
2019,8,French Grand Prix,kevin_magnussen,1,16,30.832
2019,8,French Grand Prix,gasly,1,17,30.228
2019,8,French Grand Prix,norris,1,18,30.576
2019,8,French Grand Prix,perez,1,18,37.286
2019,8,French Grand Prix,sainz,1,19,29.92
2019,8,French Grand Prix,max_verstappen,1,20,30.118
2019,8,French Grand Prix,leclerc,1,21,30.203
2019,8,French Grand Prix,bottas,1,23,30.412
2019,8,French Grand Prix,hamilton,1,24,30.186
2019,8,French Grand Prix,kubica,1,24,29.792
2019,8,French Grand Prix,vettel,1,25,30.044
2019,8,French Grand Prix,albon,1,25,30.279
2019,8,French Grand Prix,russell,1,25,31.95
2019,8,French Grand Prix,raikkonen,1,31,29.975
2019,8,French Grand Prix,grosjean,1,31,30.837
2019,8,French Grand Prix,kvyat,1,32,30.233
2019,8,French Grand Prix,russell,2,33,37.494
2019,8,French Grand Prix,hulkenberg,1,34,30.884
2019,8,French Grand Prix,giovinazzi,2,34,31.697
2019,8,French Grand Prix,stroll,1,39,30.849
2019,8,French Grand Prix,vettel,2,51,30.468
2019,9,Austrian Grand Prix,kevin_magnussen,1,11,23.243
2019,9,Austrian Grand Prix,kevin_magnussen,2,13,16.224
2019,9,Austrian Grand Prix,kubica,1,19,21.525
2019,9,Austrian Grand Prix,bottas,1,21,22.552
2019,9,Austrian Grand Prix,vettel,1,21,25.236
2019,9,Austrian Grand Prix,leclerc,1,22,21.878
2019,9,Austrian Grand Prix,raikkonen,1,23,21.709
2019,9,Austrian Grand Prix,giovinazzi,1,24,21.672
2019,9,Austrian Grand Prix,norris,1,25,21.547
2019,9,Austrian Grand Prix,gasly,1,25,22.239
2019,9,Austrian Grand Prix,stroll,1,25,21.982
2019,9,Austrian Grand Prix,hulkenberg,1,26,21.985
2019,9,Austrian Grand Prix,russell,1,27,22.772
2019,9,Austrian Grand Prix,perez,1,28,22.33
2019,9,Austrian Grand Prix,hamilton,1,30,30.067
2019,9,Austrian Grand Prix,max_verstappen,1,31,21.11
2019,9,Austrian Grand Prix,kvyat,1,32,25.091
2019,9,Austrian Grand Prix,grosjean,1,34,22.265
2019,9,Austrian Grand Prix,albon,1,35,21.225
2019,9,Austrian Grand Prix,sainz,1,41,21.266
2019,9,Austrian Grand Prix,ricciardo,1,46,22.305
2019,9,Austrian Grand Prix,vettel,2,50,22.251
2019,9,Austrian Grand Prix,kevin_magnussen,3,62,22.309
2019,10,British Grand Prix,grosjean,1,1,33.562
2019,10,British Grand Prix,kevin_magnussen,1,1,32.767
2019,10,British Grand Prix,gasly,1,12,27.905
2019,10,British Grand Prix,ricciardo,1,12,28.416
